preco,media_10_dias,media_20_dias
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.011539051728518324,0.0,0.0
0.00024978251130214346,-0.00060755259544365,-0.00060755259544365
-0.007115432822311973,-0.0029470786140892713,-0.0029470786140892713
0.005063337463964146,-0.0018783528340708955,-0.0018783528340708955
0.005063337463965034,-0.0005434311788627966,-0.0005434311788627966
0.002454170730629812,0.0007433991689875796,0.0003217227671941103
-0.004394345382727316,-0.0014842599128117584,0.0005078578944885948
-0.0007022302451495932,-0.001968672974474117,4.0466586049170417e-05
-0.00090053926222744,-0.001984666769301313,-2.459359739681588e-05
0.024161014827740246,-0.0007717438135452781,-5.512664305307169e-05
-0.0011429407264866853,0.002485450494232211,0.0014027070519340157
-0.0011429407264875735,0.0022763889432591,0.001144980492888692
0.018085081624897192,0.0021389220261456288,0.0009345620161704815
0.003375996733230302,0.004702400089212411,0.0017780425498257202
-0.002453902723411616,0.0045443411189562966,0.0017244071004425265
-0.032770825895782174,0.0037816851285592534,0.0014726143333865238
-0.01617454226284032,0.00018233619390706224,-0.001313053835587219
0.0007932766178102568,-0.0010058450368548577,-0.0019355765605295616
0.0007932766178093686,-0.0008641580492305678,-0.0017105856629440197
-0.0004177127365121436,-0.0007068365831530699,-0.000899541188434938
0.005770935891875162,-0.0030994923264220375,-0.0003762120738191044
-0.018014062586558133,-0.00240045952552137,-6.702277363057618e-05
0.016792457079091605,-0.0040052789277451595,-0.0009477426283686086
0.047052117399268845,-0.0042192885198071295,0.0002243090232338929
-0.0038097495831657113,9.536290994205388e-05,0.0023185298885852745
-0.0038097495831657113,-6.184782325036053e-05,0.0018688390641381503
-0.019989247322157233,0.0029080026866372677,0.0015512178406833499
0.0026651748473209835,0.0025099400844652564,0.0007558348383049918
0.0033434921501793724,0.0027021318007927064,0.0009219980645838177
-0.0336948600031004,0.0029843651006045135,0.0011385973070066058
-0.001867854684558523,-0.00036311995473070624,-0.0017341932030978668
0.005527413201598108,-0.0011236350928855998,-0.0017637335259825804
0.005527413201598108,0.0011534736978360272,-0.0014306264234527077
